	text	screen_name	location
200	state report reveal gruesome abortion procedure once think obsolete be still be commit fetaltissueresearch abortion hysterotomy saline abortionstat UPitt prolife	CaroleNovielli	Texas, USA
201	cite anti abortion law and ideology police prosecutor amp judge be misuse their power to criminalize pregnancy amp pregnancy outcome include pregnancy loss birth and abortion start with woman of color low income woman amp drug use woman	NAPW	New York
202	the Fifth Circuit Court of Appeals uphold a Texas law outlaw a second trimester abortion procedure call dilation and evacuation or dismemberment	CorridorNews	San Marcos, TX
203	very happy to hear that the prolife break through the leftist idiocy of the french government no one can stop civil right remember abortion harm mother kill unborn baby and alienate father	DrJeffKoloze	Garfield Heights, Ohio, USA
204	Teresa single out abortion as the great destroyer of peace today because if a mother can kill her own child what be leave for I to kill you and you kill I there be nothing between	Rakeshrj45	Sanchor, India
205	come pray over our sidewalk counselor and the woman in our community seek abortion at the abortion business in South Bend Friday and Saturday all be welcome prolife abortion business pray womensequalityday thursdayvibe thursdaythought	RTLmichiana	Office in South Bend, Indiana
206	abortion be the Slaughter of innocent child by PlannedParrenthood and their supporter who now have the blood of painfeelingbabie on their hand stoptheslaughter Biden bidenisnotcatholic BidenHasBloodOnHim kill baby Democrats opinion	JLMC3791	Washington, DC
207	evil New Children Book Tries to Convince Kids it be okay to kill Babies in Abortions abortedbabypart abortion AbortionisMurder JesusMatters	Al_Nickerson	New York
208	though be on track to be the bad year ever for abortion right in the we determined to continue expand access thank to a host of mission align investor we on our way to do just that	HeyJaneHealth	United States
209	one must understand that the legal right to have an abortion in all the state in the be come to an end it will then be leave up to individual state to decide if abortion will remain legal in their state	WomensCenter_FL	Orlando, FL
210	big thank to for give I a chance and from and for her activism and knowledge reprojustice abortion prochoice	samstroozas	Chicago 
211	in the land of lake taxpayer fund predatory abortion care bait amp switch scheme steer vulnerable woman away from evidence base care and fact about their right to choose via pregnancy healthcare MedTwitter HumanRights	citizenkirk	Minneapolis, MN
212	my testimony after have an Abortion abortiontestimonial womentellall	AbortionReviews	San Diego, CA
213	abortion watch Aug en banc decision uphold Texas never take effect ban on abortion pp of opinion Whole Woman Health v Paxton	jostonjustice	Washington, DC, U.S.A. 
214	politician in the useless and inept we all know you be for abortion abortion and more abortion that you now support the killing of newborn baby infanticide show just how extreme you be	DrJeffKoloze	Garfield Heights, Ohio, USA
215	what the Pandemic reveal about the Future of Abortion	i_inkling	México
216	the question ask in the headline below be damn because pro abortion politician have no ethical response	ChildnotChoice	Des Moines, Iowa  USA
217	as they should we all know the corrupt lead by the incompetent be all about abortion abortion and more abortion and abandon american citizen in Afghanistan to the Taliban vote only for prolife Republicans in and beyond	DrJeffKoloze	Garfield Heights, Ohio, USA
218	abortion without Consent of Father of Child Amount to Cruelty abortion consent father cruelty familylaw news bhandarilawfirm	bhandarilawfirm	Chandigarh, India
219	and woman should never have their righttochoose CPC and NDP Jagmeet Singh be both ok with current conservative RightWing mps vote against WomensRights abortion and against Bill to banconversiontherapy ScarySingh NDP in bed with OToole LIBERAL	sparkyb1	Sept 2020: Now PERTH, ON 🇨🇦
220	DYK the new Texas law be fakery amp tragedy woman need access to safelegalabortion million have die ProlifeDeaths because of UnsafeAbortion abortionrightsarehumanright ghost of GenderHistory still haunt	HowSxGotScrewed	Manhattan, NY
221	flash POINT how Mississippi last abortion clinic have become the focal point in the battle to end legal abortion politic be always on the menu at	ChkFriPolitics	Bowling Green, KY
222	I bet many wish all the people who be now so into the mantra my body my choice have be around during the abortion debate when woman struggle to get this exact same message across they be still struggle today vaccine coronavirus WomensEqualityDay	RadioSpencer	Everywhere
223	how be it that some can call on society to finish the work of King dream and yet be so blind that they fail to include the unborn time to wake up and end the violence of abortion and recognize that the civil right movement of today be the prolife movement	frfrankpavone	Titusville, FL
224	what the fuck kind of KGB bullshit be this tell I you be quasi fascist without tell I you be quasi fascist be a good citizen amp monitor woman period amp health even though it be not your fucking business Texans ForcedIncubation abortion choice	LizDevos	El Paso, TX
225	CLIENT receive her MEDS thankyou for trust be sure to always message those who know everything about this field for your own safety TRUST your seller WISELY or message I at pampalaglag abortion cytotec Misoprostol	ynameds_	Manila City
226	you have choice you should know the truth about they all wedothat thisiscarenetsomd knowthetruth knowyourchoice knowyourright abortion AbortionChoices	CareNetSOMD	Lexington Park, MD
228	one good german bishop already warn where Germany could end up after the September election Abortion which be legal could be remove as non prosecuted felony and proscription of advertising for abortion lift	ulrichlehner	Notre Dame
229	hell afterwards abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA
231	join Fr Brendan for episode of thebrendanoption where he discuss the hard reality of abortion there be an unwritten unspoken conspiracy among we to do these thing and not talk about they ImmaculataProductions	ImmaculataMedia	Ireland
232	not yet ready we can help no need for surgery safe and effective WORLDWIDE SHIPPING please DM we the ff how many month pregnant last menstrual period pampalaglag abortionpill cytotec misoprostol mifepristone methergine abortion pampregla	_phcytotec_	Republic of the Philippines
233	during the pandemic the government in England Scotland and Wales temporarily allow people early in pregnancy to take abortionpill at home follow a tele consultation here be why change to abortion law during the pandemic should remain	hazalatay7	Paris / Istanbul
234	I say no abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA
235	thank for the Retweet oh and why you can get family healing session worldwide by phone or online video chat here family relationship grief abortion miscarriage divorce ParentChild partnership Abundance TrueLove	WillowAssist	Long Beach, CA
236	ai it funny some anti vaxxer be our body our choice but when it come to abortion esp in case of child gang rape amp impregnate sorry not your choice after a fetus be force into womb vaccine science coronavirus roevwade	tamranyc	New York
237	Virginia woman may be the key voter in November woman please make it happen oppose abortion right Elect	therealgenehunt	DC-Taxed-No Representation
238	if Texas go into effect on Sept any individual in the country will be able to sue any person or organization that help a Texan access abortion after the six week limit open the door to a slew of lawsuit bansoffourbodie	M_I_Health	Salt Lake City, UT
239	what could have be abortiontestimonial abortion womentellall	AbortionReviews	San Diego, CA
241	I do know there be lot of abortion supporter among Republicans my body my CHOICE	Louismoreira	New York
242	if you support personal responsibility for mask up or not then you should also support personal responsibility for bear child or not Republicans of Texas just ca seem to keep their value straight reproright abortion feminist prochoice	juels_07	Houston, TX
